the_geom,GEOID20,COUNCIL_DI,Total Population 2020,Total Hispanic Pop 2020,Total NH White 2020,Total NH Black 2020,Total NH AM Indian AK Native 2020,Total NH Asian 2020,Total NH Native Hawaiian 2020,Total NH Other Races 2020,Total NH Two or More Races 2020,Total Housing Units 2020,Occupied Housing Units 2020,Vacant Housing Units 2020,GEOID20_1,Total City Sponsored Affordable Units,Total Citywide Affordable Units,TRACTCE10,GEOID10,NAME10,GeoIDNum,GEOID_1,GEOID1,NAME_1,GENTRIFICATION Typology,VULNERABLE Pop,DEMOGRAPHIC Change,HOUSING_MARKET,DISPLACEMENT RISK,DESCRIPTION,FIPS,Geographic,Total_Population_2019,White (Not Hispanic)_2019,POC%_2019,White (Not Hispanic)%_2019,Population 25 and older_2019,Education: Less than HS_2019,Education: HS Graduate_2019,Education: Some College_2019,Education: Bachelors_2019,Percent without Bachelors_2019,Percent with Bachelors_2019,Pop under 18 for whom poverty is determined_2019,Population below poverty_2019,Percent Child Poverty_2019,Occupied Housing Units_2019,Owner Occupied Housing Units_2019,Renter Occupied Housing Units_2019,Percent Renter Occupied Units_2019,Percent Owner Occupied Units_2019,Sum of Lowmoduniverse_2019,Sum of Lowmod_2019,Percent Lowmod_2019,Median Family Income_2019,Median Home Value_2019,Median Gross Rent_2019,Quadrant_2019,Percent severely rent burdened_2019
"MULTIPOLYGON (((-97.7344886217776 30.22219720713926, -97.73437362152686 30.221314206921132, -97.73407962138016 30.220552205897402, -97.73461262147647 30.220197206644695, -97.73524262095506 30.220708206573157, -97.73542862248362 30.221050206429062, -97.73560562255459 30.222244207407734, -97.73544362230041 30.222596207724706, -97.7344886217776 30.22219720713926)))",484530023073001,3,77,44,28,1,0,1,0,0,3,38,32,6,484530023073001,0,0,002307,48453002307,23.07,48453002307,48453002307,48453002307,Parker Lane West,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002307,14000US48453002307,5947,2456,0.64,0.412981335127,4451,605,843,1324,1679,0.62,0.38,701,102,0.15,2776,525,2251,0.81,0.19,5575,4450,0.80,64814,241200,1147,Southeast,0.27
"MULTIPOLYGON (((-97.71183661773814 30.256315214571234, -97.71206861799398 30.255850214370756, -97.71419561889765 30.256619214442274, -97.71399261869664 30.257066214801426, -97.71183661773814 30.256315214571234)))",484530009023025,3,22,14,6,0,0,1,0,0,1,20,15,5,484530009023025,0,0,000902,48453000902,9.02,48453000902,48453000902,48453000902,East Austin,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453000902,14000US48453000902,5581,2055,0.73,0.368213581795,4495,785,962,703,2045,0.55,0.45,833,384,0.46,2746,900,1846,0.67,0.33,4995,3655,0.73,51626,348600,1215,East,0.17
"MULTIPOLYGON (((-97.68765661434138 30.30399922463913, -97.68904861439712 30.303841224693258, -97.68937061473348 30.30390522428105, -97.68877661428547 30.304853225476094, -97.68785561404806 30.30437222418487, -97.68765661434138 30.30399922463913)))",484530021062005,4,24,4,14,1,0,1,0,0,4,10,1,9,484530021062005,0,0,002106,48453002106,21.06,48453002106,48453002106,48453002106,Windsor Park East,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453002106,14000US48453002106,3087,1237,0.42,0.400712666019,2306,238,318,603,1147,0.50,0.50,597,111,0.19,1157,815,342,0.30,0.70,3000,1615,0.54,106942,349300,1311,Northeast,0.18
"MULTIPOLYGON (((-97.7343306268619 30.33312922940497, -97.73477062763921 30.332406229145974, -97.735632626514 30.33282522865573, -97.73600385022466 30.3330095304982, -97.73676462752775 30.333387228669515, -97.73658462761429 30.333755229000843, -97.73640262800376 30.33413122851639, -97.7343306268619 30.33312922940497)))",484530015051023,7,18,5,13,0,0,0,0,0,0,9,9,0,484530015051023,0,0,001505,48453001505,15.05,48453001505,48453001505,48453001505,Brentwood North,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001505,14000US48453001505,4781,3942,0.28,0.824513700063,3741,68,258,985,2430,0.35,0.65,798,16,0.02,2371,1029,1342,0.57,0.43,4230,1515,0.36,106799,425500,1257,North,0.14
"MULTIPOLYGON (((-97.75734162610827 30.19569220116439, -97.75803162652153 30.195164200546465, -97.75810962616664 30.195104200485606, -97.75817962578468 30.195166200967755, -97.75906762722902 30.19592120099432, -97.75913262642815 30.195963200343588, -97.75906362640323 30.196014201638395, -97.7583536263442 30.196507201169407, -97.75734162610827 30.19569220116439)))",484530024112009,2,104,97,2,1,0,0,0,4,0,25,25,0,484530024112009,0,0,002411,48453002411,24.11,48453002411,48453002411,48453002411,Franklin Park West,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002411,14000US48453002411,7419,711,0.98,0.0958350181965,4270,1686,1386,800,398,0.91,0.09,2232,772,0.35,1985,792,1193,0.60,0.40,6715,5135,0.76,41448,112200,1189,Southeast,0.33
"MULTIPOLYGON (((-97.71087962455157 30.387605239718383, -97.71095262357392 30.387490239963032, -97.71113962358872 30.38712024008105, -97.71170262418336 30.386293240558654, -97.7125006242416 30.385119239728915, -97.71254562360737 30.385058239607055, -97.71265562432889 30.385114239929745, -97.71261262428473 30.385176240133713, -97.71128662354546 30.387103240380185, -97.71104462408579 30.387529239714226, -97.7109796239952 30.387636240341504, -97.71087962455157 30.387605239718383)))",484530408003011,4,0,0,0,0,0,0,0,0,0,0,0,0,484530408003011,0,0,001821,48453001821,18.21,48453001821,48453001821,48453001821,Kramer,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001821,14000US48453001821,5594,1758,0.00,0.314265284233,4053,1093,1095,876,989,0.76,0.24,1154,160,0.14,2029,885,1144,0.56,0.44,6225,3845,0.62,61098,233600,1170,North,0.23
"MULTIPOLYGON (((-97.731133618839 30.19125020143304, -97.73121961961715 30.191196201102702, -97.73171361965616 30.190918201366976, -97.73208061994262 30.19075320089031, -97.73223062019606 30.190702201104305, -97.73241062020058 30.190661200319926, -97.73258862001207 30.19063820089804, -97.73290761941382 30.190625200847297, -97.73303062023787 30.190623200913087, -97.73302561946213 30.19067420053363, -97.7330216197125 30.190711200864857, -97.73291162033924 30.190713200481106, -97.73226461955907 30.190790201147852, -97.73177061961313 30.19100220145367, -97.731277619824 30.191283201265776, -97.73119161939209 30.191328200821165, -97.73115861915946 30.19128420073711, -97.731133618839 30.19125020143304)))",484530024483057,2,0,0,0,0,0,0,0,0,0,0,0,0,484530024483057,0,0,002431,48453002431,24.31,48453002431,48453002431,48453002431,Mckinney,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002431,14000US48453002431,9899,1762,0.00,0.177997777553,5958,1655,1472,1009,1822,0.69,0.31,3092,814,0.26,2666,1798,868,0.33,0.67,8165,4925,0.60,63689,201300,1028,Southeast,0.24
"MULTIPOLYGON (((-97.705038615075 30.233757210291575, -97.7056726152898 30.232775210132633, -97.70586461563131 30.232453209734643, -97.70599061500153 30.232222210362984, -97.70609661482612 30.231987210223135, -97.7061716145349 30.23177720981032, -97.70621261464956 30.23154521032085, -97.70622361515737 30.231466209978144, -97.70624961538691 30.23128220991308, -97.7062256148593 30.230515209989058, -97.70620961490752 30.230364208999372, -97.70622461422131 30.2302212096943, -97.70622561525832 30.230157209691036, -97.70636061458266 30.23016720911851, -97.7063576153498 30.230231209645662, -97.70636861520022 30.23114520932313, -97.70636161499422 30.231250209800343, -97.70634161471324 30.231544209800735, -97.70627061471957 30.23187621010136, -97.70623261538162 30.23197421052359, -97.70508961545967 30.23376521027673, -97.705038615075 30.233757210291575)))",484530023251005,3,0,0,0,0,0,0,0,0,0,0,0,0,484530023251005,0,0,002318,48453002318,23.18,48453002318,48453002318,48453002318,Pleasant Valley South,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002318,14000US48453002318,7215,1299,0.00,0.180041580042,3824,932,754,1138,1000,0.74,0.26,1492,158,0.11,2682,609,2073,0.77,0.23,10290,8985,0.87,54661,207500,924,Southeast,0.23
"MULTIPOLYGON (((-97.638535794632 30.286223312186742, -97.63901660111866 30.285631222752883, -97.63955060140482 30.285923222214883, -97.63940760171526 30.28612122293474, -97.63921160126516 30.286535223140522, -97.638535794632 30.286223312186742)))",484530022133016,1,50,44,2,4,0,0,0,0,0,9,4,5,484530022133016,0,0,002208,48453002208,22.08,48453002208,48453002208,48453002208,Sendero Hills,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002208,14000US48453002208,8360,1590,0.96,0.19019138756,5015,1672,1593,1065,685,0.86,0.14,2487,774,0.31,1960,1545,415,0.21,0.79,7600,5605,0.74,49213,134600,1170,Northeast,0.17
"MULTIPOLYGON (((-97.75680862891984 30.2487212118196, -97.75721162861053 30.247879210805852, -97.75859862875465 30.24835821120371, -97.75814462917198 30.249119211657323, -97.75680862891984 30.2487212118196)))",484530013123028,9,36,3,26,1,0,0,0,0,6,19,19,0,484530013123028,0,0,001305,48453001305,13.05,48453001305,48453001305,48453001305,Bouldin Creek,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001305,14000US48453001305,5644,3944,0.28,0.698795180723,4645,110,453,711,3371,0.27,0.73,703,205,0.29,2970,1321,1649,0.56,0.44,5730,2695,0.47,123214,600900,1494,South,0.19
"MULTIPOLYGON (((-97.76207363012192 30.23990520921302, -97.76295962957053 30.23844520943154, -97.76379562957332 30.238757209260225, -97.76290062936621 30.240141209867748, -97.76207363012192 30.23990520921302)))",484530013072011,3,43,14,29,0,0,0,0,0,0,17,16,1,484530013072011,0,0,001307,48453001307,13.07,48453001307,48453001307,48453001307,Galindo,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453001307,14000US48453001307,3726,2007,0.33,0.538647342995,2883,133,327,545,1878,0.35,0.65,582,315,0.54,1915,787,1128,0.59,0.41,3690,2025,0.55,84574,464700,1166,South,0.17
"MULTIPOLYGON (((-97.75768562843015 30.244470210174804, -97.75844562948974 30.24330321085314, -97.7598456295538 30.24375221015604, -97.75911862932276 30.244911210156225, -97.75768562843015 30.244470210174804)))",484530013121019,9,60,11,45,0,1,0,0,0,3,19,19,0,484530013121019,0,0,001305,48453001305,13.05,48453001305,48453001305,48453001305,Bouldin Creek,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001305,14000US48453001305,5644,3944,0.25,0.698795180723,4645,110,453,711,3371,0.27,0.73,703,205,0.29,2970,1321,1649,0.56,0.44,5730,2695,0.47,123214,600900,1494,South,0.19
"MULTIPOLYGON (((-97.70819062120158 30.337905231113403, -97.70883162102021 30.338228230248138, -97.71026162064503 30.338918231144877, -97.70958762074868 30.339583230871998, -97.70863362145978 30.339107230443446, -97.70749762059063 30.340533231331637, -97.70825062132326 30.340926230955386, -97.70752462115044 30.341620231308685, -97.70617862041092 30.340977231050942, -97.70819062120158 30.337905231113403)))",484530400001006,4,149,35,95,0,0,7,0,0,12,58,53,5,484530400001006,0,0,001804,48453001804,18.04,48453001804,48453001804,48453001804,Highland North,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453001804,14000US48453001804,6757,1840,0.36,0.272310196833,4947,830,1396,1196,1525,0.69,0.31,1381,631,0.46,2741,717,2024,0.74,0.26,7600,5715,0.75,51766,248600,964,North,0.22
"MULTIPOLYGON (((-97.62293059827317 30.299305225675898, -97.62284559781085 30.29926522557864, -97.623112597629 30.298812225914602, -97.62325459778295 30.29857222666054, -97.62464359836306 30.29926422586231, -97.6241775982329 30.29989322592814, -97.62293059827317 30.299305225675898)))",484530022222003,1,44,30,5,4,1,1,0,3,0,11,11,0,484530022222003,0,0,002202,48453002202,22.02,48453002202,48453002202,48453002202,Daffin Gin Park,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002202,14000US48453002202,9747,456,0.89,0.046783625731,5138,2192,1634,745,567,0.89,0.11,3621,1628,0.45,2615,1271,1344,0.51,0.49,8490,6780,0.80,44314,94900,1211,Northeast,0.41
"MULTIPOLYGON (((-97.69904661549339 30.256116215422665, -97.69784661398037 30.255484214866804, -97.69752661337637 30.255153214520202, -97.69669861401785 30.2547452148605, -97.69758161415568 30.253358214653232, -97.6998536144667 30.25484521493967, -97.70168061430026 30.256041214814957, -97.70091561512996 30.257227214876924, -97.70049161443988 30.2568252144223, -97.69904661549339 30.256116215422665)))",484530021112025,3,61,32,21,4,1,3,0,0,0,102,17,85,484530021112025,28,0,002111,48453002111,21.11,48453002111,48453002111,48453002111,Johnston Terrace,Dynamic,YES,YES,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002111,14000US48453002111,5642,1496,0.66,0.265154200638,3912,1091,628,858,1335,0.66,0.34,1258,601,0.48,2024,1219,805,0.40,0.60,5415,3660,0.68,50722,281800,1060,East,0.32
"MULTIPOLYGON (((-97.69542661257665 30.234710210358312, -97.69441861241859 30.233985211005063, -97.69394561243347 30.233755209944594, -97.69554361259173 30.23160421018777, -97.697039612603 30.22956720968265, -97.69747061239781 30.22973021024257, -97.69957561300745 30.231060210598205, -97.69882061378749 30.23234621025215, -97.6979136135433 30.23376521039095, -97.69732261307496 30.234592210804063, -97.6968076122657 30.235365211047515, -97.69669161253658 30.235608210531502, -97.69542661257665 30.234710210358312)))",484530023211011,3,221,168,27,16,0,2,0,4,4,77,72,5,484530023211011,0,0,002312,48453002312,23.12,48453002312,48453002312,48453002312,Montopolis,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002312,14000US48453002312,8590,1731,0.88,0.20151338766,5109,1902,1484,803,920,0.82,0.18,2654,807,0.30,2676,1080,1596,0.60,0.40,7480,6155,0.82,36653,155500,1158,Southeast,0.32
"MULTIPOLYGON (((-97.64450560312939 30.296952225026942, -97.64452460262925 30.296707224458007, -97.64475560280788 30.296308224574272, -97.6451686032606 30.29559322392473, -97.64620360299271 30.296030224419606, -97.64556460333417 30.29751622525129, -97.6447086036449 30.297201224915568, -97.64450560312939 30.296952225026942)))",484530022131002,1,94,65,1,24,0,0,0,0,4,23,22,1,484530022131002,0,0,002208,48453002208,22.08,48453002208,48453002208,48453002208,Sendero Hills,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002208,14000US48453002208,8360,1590,0.99,0.19019138756,5015,1672,1593,1065,685,0.86,0.14,2487,774,0.31,1960,1545,415,0.21,0.79,7600,5605,0.74,49213,134600,1170,Northeast,0.17
"MULTIPOLYGON (((-97.69218561084661 30.229609209811684, -97.69215561185564 30.22956220958317, -97.6921226120713 30.229508210211076, -97.69209061096382 30.22945420976804, -97.69205961159793 30.229400210122815, -97.69199761124324 30.229291210070375, -97.69196861070503 30.229245210336533, -97.69193561157913 30.229196209937616, -97.69186061126055 30.229089210219602, -97.69198561212593 30.22895320996139, -97.69257261111923 30.228443209941823, -97.69264361194968 30.228368209738054, -97.69257161175794 30.228308209755404, -97.69249761165477 30.228247210200834, -97.69242661163057 30.22818620929752, -97.69235961168864 30.228130209535724, -97.69229861183169 30.228080209554793, -97.69224561092497 30.228034209469826, -97.69219861215996 30.227997210437167, -97.69215861135709 30.227965209427836, -97.69210361234266 30.22791920958572, -97.69204461202641 30.227869209205704, -97.69218161234915 30.22774420955128, -97.69243461206453 30.227511210170853, -97.69259961151577 30.22736020965389, -97.69324261190773 30.22790720902451, -97.69348561171515 30.22811620981351, -97.69359761179318 30.228181209754926, -97.6936816125367 30.22814120921024, -97.69389661219364 30.227971209895188, -97.69404561243306 30.227818209386538, -97.69409061266268 30.227784209507387, -97.69428861125151 30.22763320918577, -97.69452161287481 30.227424209462654, -97.69455861239352 30.227343209122072, -97.6945076113021 30.227259209107014, -97.69445761221513 30.227215210043536, -97.6944156117516 30.227183209154784, -97.69433761244045 30.227120209883118, -97.69430361229264 30.227091208977384, -97.69427361180328 30.22706520866947, -97.69421361188682 30.22701320895588, -97.69418061182535 30.226986209277463, -97.69414561181573 30.22695820918298, -97.69410861216461 30.226928208875428, -97.69406861261565 30.226898209000396, -97.69402761199665 30.226866209634128, -97.69393761109254 30.22680120952804, -97.6938506122079 30.226733208655027, -97.69381061166341 30.226700209271353, -97.69377261174209 30.22666620979644, -97.69373761187576 30.226635209282254, -97.69370761198829 30.22660820904747, -97.6935566119774 30.22648020921341, -97.69362161231463 30.226420209103672, -97.69392261170353 30.226143209685656, -97.69482661185789 30.22531120842819, -97.69500961297712 30.225192208544076, -97.69567261278719 30.22575320960591, -97.69603061175232 30.226076208660366, -97.6963106131355 30.226307209013235, -97.69634961262332 30.226340209548756, -97.69631761186669 30.22636020992113, -97.69585861208536 30.226695208993327, -97.6958586120371 30.226713209022023, -97.6958056125594 30.226780209649004, -97.69570461293188 30.226888208882617, -97.69559861189279 30.226978209679963, -97.69551261261681 30.22702920869896, -97.69543461226857 30.22706620916038, -97.69541161216617 30.22708520901016, -97.69535261249132 30.227148209394404, -97.69504061228497 30.227372209952478, -97.6950596123279 30.227383209336907, -97.69522061252442 30.22742220902475, -97.69472161236995 30.22780820937034, -97.69473261254004 30.22787320922902, -97.6939396118021 30.22862321054065, -97.69307861260374 30.229430210030067, -97.6925386118677 30.229876209707943, -97.69224561134106 30.229702209593572, -97.69221961240919 30.229663209972287, -97.69218561084661 30.229609209811684)))",484530023213004,3,210,153,41,5,0,7,0,3,1,80,80,0,484530023213004,0,0,002312,48453002312,23.12,48453002312,48453002312,48453002312,Montopolis,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002312,14000US48453002312,8590,1731,0.80,0.20151338766,5109,1902,1484,803,920,0.82,0.18,2654,807,0.30,2676,1080,1596,0.60,0.40,7480,6155,0.82,36653,155500,1158,Southeast,0.32
